source,target,assoc_examyear,relation
盧晋諧之妻父,盧晋諧,1435,son-in-law
盧浩,盧晋諧,1435,son
盧浩之妻父,盧浩,1435,son-in-law
盧浩之父,盧浩,1435,son
羅有典,羅衡之,1435,son
羅蔓,羅有典,1435,son
羅衡之,羅弘緖,1435,son
羅衡之之妻父,羅衡之,1435,son-in-law
許孟,元自直,1435,son-in-law
趙休,李˥Ń,1435,son-in-law
趙休,李師元,1435,son-in-law
趙天玉,趙玗,1435,son
趙惟中,羅弘緖,1435,son-in-law
趙敷之妻父,趙敷,1435,son-in-law
趙狷,李咸寧,1435,son-in-law
趙玗,趙季砰,1435,son
趙臣赫,趙天玉,1435,son
趙襄,趙敷,1435,son
鄭汝諧,柳汀,1435,son-in-law
金仲權,金確,1435,son
金仲權之妻父,金仲權,1435,son-in-law
金兼,金時霔,1435,son
金兼之妻父,金兼,1435,son-in-law
金兼之父,金兼,1435,son
金四知,金福海,1435,son
金四知之妻父,金四知,1435,son-in-law
金好智,金統,1435,son
金子趾,金永珍,1435,son
金存理,金四知,1435,son
金小良,金淡,1435,son
金小良,金潧,1435,son
金尙廉之妻父,金尙廉,1435,son-in-law
金希,文松子,1435,son-in-law
金得貴,金尙廉,1435,son
金得貴之妻父,金得貴,1435,son-in-law
金得貴之父,金得貴,1435,son
金承得,金存理,1435,son
金方軾,金輅,1435,son
金時之妻父,金時,1435,son-in-law
金永珍,金好智,1435,son
金環,金仲權,1435,son
金翕,孫寬,1435,son-in-law
金自東,金重良,1435,son
金自東之妻父,金自東,1435,son-in-law
金自東之父,金自東,1435,son
金輅,金小良,1435,son
金重良之妻父,金重良,1435,son-in-law
金麗珍,金環,1435,son
黃有定,金小良,1435,son-in-law
姜元亮之妻父,姜元亮,1436,son-in-law
姜壽明,姜元亮,1436,son
姜渭良,姜壽明,1436,son
姜釰,姜渭良,1436,son
尹承禮,尹璠,1436,son
尹璠,尹士昀,1436,son
崔義,尹士,1436,son-in-law
朴剛生,朴審問,1436,son
李季疇,李塏,1436,son
李文和,尹璠,1436,son-in-law
李栗,李塏,1436,son-in-law
李永禎之妻父,李永禎,1436,son-in-law
李永禎之父,李永禎,1436,son
李永禎之父之妻父,李永禎之父,1436,son-in-law
李永禎之父之父,李永禎之父,1436,son
李種善,李季疇,1436,son
楊伯淵,楊榮秀,1436,son
楊榮秀,楊龍生,1436,son
楊洵之妻父,楊洵,1436,son-in-law
楊龍生,楊洵,1436,son
楊龍生之妻父,楊龍生,1436,son-in-law
河楫,姜壽明,1436,son-in-law
洪禹成,金天民,1436,son-in-law
金仲誠,金天民,1436,son
金明理,金季友,1436,son
陳明禮,李季疇,1436,son-in-law
韓承舜,朴審問,1436,son-in-law
韓閏之妻父,韓閏,1436,son-in-law
韓閏之父,韓閏,1436,son
韓閏之父之妻父,韓閏之父,1436,son-in-law
韓閏之父之父,韓閏之父,1436,son
魚仲儀,金季友,1436,son-in-law
具揚,愼後甲,1438,son-in-law
具揚,李季孫,1438,son-in-law
卓耆,崔池,1438,son-in-law
卞季良,趙乘,1438,son-in-law
周昶,鄭知年,1438,son-in-law
姜允明,姜遇文,1438,son
姜允明之妻父,姜允明,1438,son-in-law
姜得時,姜允明,1438,son
姜晋河,姜得時,1438,son
姜遇文之妻父,姜遇文,1438,son-in-law
孫奕,朴恭順,1438,son-in-law
安止,趙得仁,1438,son-in-law
宋xx_#665#_(金漢啓)之妻父,金漢啓,1438,son-in-law
崔xx_#672#_(李養根)之妻父,李養根,1438,son-in-law
崔僩,崔淵,1438,son
崔士興,許錘,1438,son-in-law
崔崇,鄭孝洵,1438,son-in-law
崔康,崔敎元,1438,son
崔敎元,崔僩,1438,son
崔景溥,河穎之,1438,son-in-law
崔汝碩,崔池,1438,son
崔汝碩之妻父,崔汝碩,1438,son-in-law
崔汝碩之父,崔汝碩,1438,son
崔淸江之妻父,崔淸江,1438,son-in-law
崔階,崔淸江,1438,son
崔階之妻父,崔階,1438,son-in-law
崔階之父,崔階,1438,son
崔默,鄭廉,1438,son-in-law
康xx(李如珪之妻父),李如珪,1438,son-in-law
愼幾,愼後甲,1438,son
成勝,成三問,1438,son
成石瑢,成達生,1438,son
成達生,成勝,1438,son
朴○○,朴美生,1438,son
朴之桂,朴子儉,1438,son
朴仲信之妻父,朴仲信,1438,son-in-law
朴光佑,朴○○,1438,son
朴子儉,朴仲信,1438,son
朴宗仁,朴之桂,1438,son
朴益林,朴恭順,1438,son
朴美生,朴思斕,1438,son
朴而溫,崔僩,1438,son-in-law
朴興陽,朴益林,1438,son
朴襜,成勝,1438,son-in-law
李+>,李中吉,1438,son
李丘直,李文幹,1438,son
李中吉,李如珪,1438,son
李之柔,李貞元,1438,son
李之柔,金永命,1438,son-in-law
李伯臣,李長,1438,son-in-law
李光後,李善老,1438,son
李光後之妻父,李光後,1438,son-in-law
李光後之父,李光後,1438,son
李光翊,李思敬,1438,son
李剛之,許從恒,1438,son-in-law
李台,李瑜,1438,son
李士寬,李諴長,1438,son
李如珪,李養根,1438,son
李孝信之妻父,李孝信,1438,son-in-law
李孝信之父,李孝信,1438,son
李孝信之父之妻父,李孝信之父,1438,son-in-law
李孝信之父之父,李孝信之父,1438,son
李希貴,李漢謙,1438,son
李希貴之妻父,李希貴,1438,son-in-law
李希貴之父,李希貴,1438,son
李彦沖,李光翊,1438,son
李得榮,李丘直,1438,son
李思敬,李愼,1438,son
李成浩,權自庸,1438,son-in-law
李文幹,李季孫,1438,son
李森之妻父,李森,1438,son-in-law
李漢謙之妻父,李漢謙,1438,son-in-law
李瑜,李遵道,1438,son
李種仁,金震孫,1438,son-in-law
李義亨,崔淵,1438,son-in-law
李膺,鄭昌,1438,son-in-law
李貞元之妻父,李貞元,1438,son-in-law
李遇林,李希貴之父,1438,son
李遵道,李森,1438,son
李遵道之妻父,李遵道,1438,son-in-law
柳伯淳,金繼學,1438,son-in-law
柳滸,朴益林,1438,son-in-law
柳閑,朴思,1438,son-in-law
權彦臣,權明利,1438,son
權明利,權自庸,1438,son
權永均,禹繼蕃,1438,son-in-law
權自庸,權孝良,1438,son
權鏞,李愼,1438,son-in-law
河澹,河紀地,1438,son
河澹,河緯地,1438,son
河穎之之父,河穎之,1438,son
河穎之之父之妻父,河穎之之父,1438,son-in-law
河穎之之父之父,河穎之之父,1438,son
洪禹傳,金瑞陳,1438,son-in-law
白光庇,李思敬,1438,son-in-law
禹承範,禹繼蕃,1438,son
許安止,許從恒,1438,son
許安止之父,許安止,1438,son
許有全,許龜年,1438,son
許衡,許錘,1438,son
許衡之妻父,許衡,1438,son-in-law
許龜年,許衡,1438,son
趙乘,趙得仁,1438,son
趙休,李善老,1438,son-in-law
趙文信,趙瑨,1438,son
趙瑨,趙乘,1438,son
趙縫,朴美生,1438,son-in-law
鄭仁儉,鄭廉,1438,son
鄭修道,鄭澮,1438,son
鄭孝洵,鄭昌,1438,son
鄭宗輔,鄭仁儉,1438,son
鄭廉,鄭知年,1438,son
鄭澮,鄭孝洵,1438,son
金xx_#654#_(河緯地)之妻父,河緯地,1438,son-in-law
金仍,成三問,1438,son-in-law
金允德,金凝,1438,son
金凝,金繼學,1438,son
金孝芬,金震孫,1438,son
金寶麟,李文幹,1438,son-in-law
金居斗,金洊,1438,son
金永命,金漢啓,1438,son
金洊,金永命,1438,son
金漢係,許安止,1438,son-in-law
金熙敬,金震知,1438,son
金熙敬之妻父,金熙敬,1438,son-in-law
金熙敬之父,金熙敬,1438,son
金祉,朴子儉,1438,son-in-law
金繼學,金瑞陳,1438,son
金連枝,權孝良,1438,son-in-law
金閏福之妻父,金閏福,1438,son-in-law
金閏福之父,金閏福,1438,son
金閏福之父之妻父,金閏福之父,1438,son-in-law
金閏福之父之父,金閏福之父,1438,son
韓暄,河紀地,1438,son-in-law
韓暄,金震知,1438,son-in-law
兪孝通,兪牧老,1439,son
吳xx(金地之妻父),金地,1439,son-in-law
姜○○,姜揚,1439,son
姜揚,姜非熊,1439,son
姜非熊,姜曦,1439,son
姜非熊之妻父,姜非熊,1439,son-in-law
尹孝珍,崔俯,1439,son-in-law
尹得龍,尹應,1439,son
尹應,尹起畝,1439,son
尹景淵,申叔舟,1439,son-in-law
崔俯,崔敬身,1439,son
崔匡之,崔敬身,1439,son-in-law
崔溶,崔俯,1439,son
康居禮,金之慶,1439,son-in-law
張季叔之父,張季叔,1439,son
張季叔之父之妻父,張季叔之父,1439,son-in-law
張季叔之父之父,張季叔之父,1439,son
成福仝,姜曦,1439,son-in-law
李全粹之妻父,李全粹,1439,son-in-law
李思儉,辛永孫,1439,son-in-law
李灌,李全粹,1439,son
李蒕,尹起畝,1439,son-in-law
權克和,權琦,1439,son
權紹,尹應,1439,son-in-law
洪尙溥,洪智,1439,son
洪徵,洪尙溥,1439,son
洪智,洪敬孫,1439,son
王珪,洪智,1439,son-in-law
申檣,申叔舟,1439,son
皇甫仁,兪牧老,1439,son-in-law
皇甫仁,張季叔,1439,son-in-law
辛孟和,權琦,1439,son-in-law
辛廉,辛熹,1439,son
辛熹,辛頤,1439,son
辛頤,辛永孫,1439,son
辛頤之妻父,辛頤,1439,son-in-law
金地,金之慶,1439,son
金揚普,金地,1439,son
金澍,金揚普,1439,son
金繼學,洪敬孫,1439,son-in-law
具核,具瑞珍,1441,son
具瑞珍,具賢佐,1441,son
具賢佐,具人文,1441,son
姜淮伯,姜碩德,1441,son
姜碩德,姜希顔,1441,son
姜義山之妻父,姜義山,1441,son-in-law
姜義山之父,姜義山,1441,son
姜義山之父之妻父,姜義山之父,1441,son-in-law
姜義山之父之父,姜義山之父,1441,son
孫叔敖,權深,1441,son-in-law
孫季崙之妻父,孫季崙,1441,son-in-law
孫季崙之父,孫季崙,1441,son
孫季崙之父之妻父,孫季崙之父,1441,son-in-law
孫季崙之父之父,孫季崙之父,1441,son
安哲石,李芮,1441,son-in-law
安完慶,安哲孫,1441,son
宋臣敬,宋連,1441,son
宋連,宋守中,1441,son
尹坤,尹希齊,1441,son
尹希齊,尹培,1441,son
尹承順,尹坤,1441,son
崔乙義,崔宣,1441,son
崔宣,崔洧,1441,son
崔有悰,安哲孫,1441,son-in-law
崔有源,崔瑞南,1441,son
崔泥老之妻父,崔泥老,1441,son-in-law
崔洧之妻父,崔洧,1441,son-in-law
崔瑞南,崔泥老,1441,son
崔瑞南之妻父,崔瑞南,1441,son-in-law
崔瓊,崔有源,1441,son
崔知臨,崔悌男,1441,son
崔知臨之妻父,崔知臨,1441,son-in-law
崔知臨之父,崔知臨,1441,son
庾崇,庾營,1441,son
庾得和之妻父,庾得和,1441,son-in-law
庾營,庾得和,1441,son
庾營之妻父,庾營,1441,son-in-law
庾益堅,庾崇,1441,son
曺彦,宋連,1441,son-in-law
朴彦,李懷林,1441,son-in-law
朴益林,金守溫,1441,son-in-law
李仲專,柳孝潭,1441,son-in-law
李全之,李芮,1441,son
李匡,李宗茂,1441,son
李宗茂,李懷林,1441,son
李師元,趙瑾,1441,son-in-law
李懷林,李石亨,1441,son
李暕,金克一,1441,son-in-law
李根,崔悌男,1441,son-in-law
李由義之妻父,李由義,1441,son-in-law
李由義之父,李由義,1441,son
李由義之父之妻父,李由義之父,1441,son-in-law
李由義之父之父,李由義之父,1441,son
李谷,姜希顔,1441,son-in-law
李貴齡,崔宣,1441,son-in-law
柳中之,柳轂,1441,son
柳汀,柳孝潭,1441,son
柳湑,權恒,1441,son-in-law
柳濡,柳衛,1441,son
柳衛,柳中之,1441,son
梁九疇,梁誠之,1441,son
梁碩隆,梁九疇,1441,son
梁祐,梁碩隆,1441,son
權時中,權義,1441,son
權深,權恒,1441,son
權湛,梁九疇,1441,son-in-law
權義,權深,1441,son
沈溫,姜碩德,1441,son-in-law
洪潛,尹希齊,1441,son-in-law
羅致貞之妻父,羅致貞,1441,son-in-law
羅致貞之父,羅致貞,1441,son
羅致貞之父之妻父,羅致貞之父,1441,son-in-law
羅致貞之父之父,羅致貞之父,1441,son
蔡任紹之妻父,蔡任紹,1441,son-in-law
蔡倫,蔡任紹,1441,son
趙崇,趙秋,1441,son
趙思忠,趙崇,1441,son
趙末生,趙瑾,1441,son
趙炎暉,趙思忠,1441,son
趙瑞老,趙元禧,1441,son
趙秋之妻父,趙秋,1441,son-in-law
趙詢,金處禮,1441,son-in-law
趙謙之,柳轂,1441,son-in-law
趙雅,尹培,1441,son-in-law
辛xx_#722#_(趙元禧)之妻父,趙元禧,1441,son-in-law
邊尙覲,梁誠之,1441,son-in-law
郭悰,柳中之,1441,son-in-law
鄭仲虔,金孟,1441,son-in-law
鄭保,李石亨,1441,son-in-law
鄭邦補,金孝誠,1441,son-in-law
金乙珍,金南秀,1441,son
金仁遠,趙崇,1441,son-in-law
金伉,金湑,1441,son
金係熙之妻父,金係熙,1441,son-in-law
金克一,金孟,1441,son
金南秀,金孝誠,1441,son
金問,金鐵山,1441,son
金孝孟之妻父,金孝孟,1441,son-in-law
金孝孟之父,金孝孟,1441,son
金孝孟之父之妻父,金孝孟之父,1441,son-in-law
金孝孟之父之父,金孝孟之父,1441,son
金孝給之妻父,金孝給,1441,son-in-law
金孝給之父,金孝給,1441,son
金孝給之父之妻父,金孝給之父,1441,son-in-law
金孝給之父之父,金孝給之父,1441,son
金孝誠,金處禮,1441,son
金明理,金鐵山,1441,son-in-law
金河,宋守中,1441,son-in-law
金游之妻父,金游,1441,son-in-law
金游之父,金游,1441,son
金游之父之妻父,金游之父,1441,son-in-law
金游之父之父,金游之父,1441,son
金湑,金克一,1441,son
金筍生,金係熙,1441,son
金筍生之妻父,金筍生,1441,son-in-law
金筍生之父,金筍生,1441,son
金若采,金問,1441,son
金藺,具賢佐,1441,son-in-law
金訓,金守溫,1441,son
金諒,具人文,1441,son-in-law
金鐵山,金國光,1441,son
閔奎之妻父,閔奎,1441,son-in-law
閔安慶,閔奎,1441,son
閔安慶之妻父,閔安慶,1441,son-in-law
閔渙,閔輻,1441,son
閔輻,閔安慶,1441,son
韓奕之妻父,韓奕,1441,son-in-law
韓奕之父,韓奕,1441,son
韓奕之父之妻父,韓奕之父,1441,son-in-law
韓奕之父之父,韓奕之父,1441,son
黃保身,金國光,1441,son-in-law
南佐時,南深,1442,son
南尙明,南輊,1442,son
南深,南尙明,1442,son
尹希齊,李皎,1442,son-in-law
崔廓,黃善慶,1442,son-in-law
張均,南輊,1442,son-in-law
張莪,張季曾,1442,son
文由質,洪逸童,1442,son-in-law
朴仲游,金孝敏,1442,son-in-law
李云老,李瑽,1442,son
李伯撰,趙育,1442,son-in-law
李伯衍,金丸,1442,son-in-law
李作,李瑽,1442,son-in-law
李洄,黃義軒,1442,son-in-law
李瑽,李皎肰,1442,son
李貴生,李云老,1442,son
林命山,張季曾,1442,son-in-law
柳惠和,南尙明,1442,son-in-law
柳衛,金遇周,1442,son-in-law
洪尙直,洪逸童,1442,son
洪尙直之妻父,洪尙直,1442,son-in-law
洪徵,洪尙直,1442,son
洪澍,洪徵,1442,son
趙仁璧,趙溫,1442,son
趙溫,趙育,1442,son
趙育,趙衷孫,1442,son
鄭冕,趙衷孫,1442,son-in-law
金士廉,金瀹,1442,son
金孝敏,金良璥,1442,son
金孝敏之父,金孝敏,1442,son
金瀹,金遇周,1442,son
金良璥之妻父,金良璥,1442,son-in-law
金遇周,金丸,1442,son
黃善慶,黃義軒,1442,son
黃昌,黃善慶,1442,son
黃石奇,黃昌,1442,son
丘天雨,丘春浩,1444,son
丘揚善,丘從直,1444,son
丘春浩,丘揚善,1444,son
具綱,具信忠,1444,son
南暉,申自繩,1444,son-in-law
吳淹,洪演,1444,son-in-law
周叔孫之妻父,周叔孫,1444,son-in-law
周叔孫之父,周叔孫,1444,son
周叔孫之父之妻父,周叔孫之父,1444,son-in-law
周叔孫之父之父,周叔孫之父,1444,son
咸禹功,鄭臣碩,1444,son-in-law
奉安國,閔悟,1444,son-in-law
孔成吉,丘揚善,1444,son-in-law
安敬義,安貴行,1444,son
安敬義之妻父,安敬義,1444,son-in-law
安祖同,安金剛,1444,son
安金剛,安敬義,1444,son
宋俱,柳誠源,1444,son-in-law
尹壽,尹期,1444,son
尹壽之妻父,尹壽,1444,son-in-law
尹德方,尹壽,1444,son
尹承禮,尹普老,1444,son
尹普老,尹須彌,1444,son
尹景淵,尹子雲,1444,son
尹淮,尹景淵,1444,son
尹紹宗,金叔良,1444,son-in-law
尹須彌,尹恕,1444,son
尹麃,具信忠,1444,son-in-law
崔厚元,崔叔,1444,son
崔叔,崔濬,1444,son
崔德露,李克堪,1444,son-in-law
崔文孫,崔漢卿,1444,son
崔關,崔厚元,1444,son
崔霖雨,金子欽,1444,son-in-law
徐係陵,徐逈,1444,son
徐俶,徐補,1444,son
徐彌性,徐居正,1444,son
徐益進,徐義,1444,son
徐義,徐彌性,1444,son
徐義,秦浩,1444,son-in-law
徐補,徐係陵,1444,son
曺尙治,曺變隆,1444,son
曺敬修,曺渾,1444,son
曺渾,曺孝門,1444,son
朱伯孫之妻父,朱伯孫,1444,son-in-law
朱伯孫之父,朱伯孫,1444,son
朱伯孫之父之妻父,朱伯孫之父,1444,son-in-law
朱伯孫之父之父,朱伯孫之父,1444,son
朴翶,朴元貞,1444,son
朴順山,尹恕,1444,son-in-law
李亮,李繩直,1444,son-in-law
李仁壽,崔濬,1444,son-in-law
李仁孫,李克堪,1444,son
李伯仁,尹景淵,1444,son-in-law
李伯持,秦有經,1444,son-in-law
李元林,李蔓實,1444,son
李繩直,李勿敏,1444,son
李萬幹,李仁全,1444,son
李蔓實,李繩直,1444,son
李行,徐係陵,1444,son-in-law
柳xx_#750#_(金命重)之妻父,金命重,1444,son-in-law
柳士根,柳誠源,1444,son
柳思訥,尹須彌,1444,son-in-law
權孝良,曺變隆,1444,son-in-law
權近,徐彌性,1444,son-in-law
河乙淑,河濂,1444,son
河巨源,河乙淑,1444,son
河淳敬之妻父,河淳敬,1444,son-in-law
河濂,河淳敬,1444,son
河濂之妻父,河濂,1444,son-in-law
洪尙溥,洪陟,1444,son
洪汝方,鄭孝孫,1444,son-in-law
洪陟,洪演,1444,son
申xx_#739#_(黃孝源)之妻父,黃孝源,1444,son-in-law
申安禮,尹期,1444,son-in-law
申槪,申自繩,1444,son
申檣,曺孝門,1444,son-in-law
秦少儒,秦浩,1444,son
秦浩,秦有經,1444,son
許富,許猷,1444,son
許猷,許璋,1444,son
許猷之妻父,許猷,1444,son-in-law
許珙,許富,1444,son
許璋之妻父,許璋,1444,son-in-law
趙育,崔漢卿,1444,son-in-law
郭都,徐逈,1444,son-in-law
鄭允崇,曺渾,1444,son-in-law
鄭孝孫,鄭臣碩,1444,son
鄭孝安,朴元貞,1444,son-in-law
鄭洪,鄭鎭,1444,son
鄭穗,丘從直,1444,son-in-law
鄭鎭,鄭孝孫,1444,son
金叔良,金命重,1444,son
金可銘,申槪,1444,son-in-law
金如晦,徐居正,1444,son-in-law
金尙淇,崔叔,1444,son-in-law
金慄之妻父,金慄,1444,son-in-law
金慄之父,金慄,1444,son
金慄之父之妻父,金慄之父,1444,son-in-law
金慄之父之父,金慄之父,1444,son
金明有,安貴行,1444,son-in-law
金永倫,尹子雲,1444,son-in-law
金自知,洪陟,1444,son-in-law
金輅,李勿敏,1444,son-in-law
金輅,金叔良,1444,son
金輊,金子欽,1444,son
閔好禮,閔悟,1444,son
閔好禮之妻父,閔好禮,1444,son-in-law
閔璿,閔由誼,1444,son
閔由誼,閔好禮,1444,son
韓皐,韓虎生,1444,son
韓虎生之妻父,韓虎生,1444,son-in-law
高愼驕之妻父,高愼驕,1444,son-in-law
高愼驕之父,高愼驕,1444,son
高愼驕之父之妻父,高愼驕之父,1444,son-in-law
高愼驕之父之父,高愼驕之父,1444,son
黃士幹,黃孝源,1444,son
黃祿,李仁全,1444,son-in-law
丁明應之妻父,丁明應,1447,son-in-law
任遜,金克行,1447,son-in-law
全五倫,全叔謙,1447,son
全叔謙,全孝宇,1447,son
全叔謙之妻父,全叔謙,1447,son-in-law
全孝宇之妻父,全孝宇,1447,son-in-law
全賁,全五倫,1447,son
卞xx_#820#_(權愷)之妻父,權愷,1447,son-in-law
吳僩,金澹,1447,son-in-law
吳綱,金子鉉,1447,son-in-law
呂稽,韓繼禧,1447,son-in-law
姜xx_#819#_(林守謙)之妻父,林守謙,1447,son-in-law
姜天命,姜隱,1447,son
姜智,姜眉壽,1447,son
姜智之妻父,姜智,1447,son-in-law
姜智之父,姜智,1447,son
姜碩德,姜希孟,1447,son
姜諧,姜老,1447,son
姜隱,姜諧,1447,son
孔俯,孔達,1447,son
孔成吉,孔頎,1447,son
孔成吉之妻父,孔成吉,1447,son-in-law
孔達,孔成吉,1447,son
孫孝文之妻父,孫孝文,1447,son-in-law
孫孝文之父,孫孝文,1447,son
孫孝文之父之妻父,孫孝文之父,1447,son-in-law
孫孝文之父之父,孫孝文之父,1447,son
孫順季,崔思溫,1447,son-in-law
安季仁,安迢,1447,son
安崇孝,姜希孟,1447,son-in-law
安從約,安璟,1447,son
安從約,成念祖,1447,son-in-law
安德中,安迢,1447,son-in-law
安曾,安季仁,1447,son
安玹,安曾,1447,son
安璟,安寬厚,1447,son
安璟,安重厚,1447,son
安省,閔和,1447,son-in-law
安福,芮承錫,1447,son-in-law
安翊,安習,1447,son
安習,安德孫,1447,son
安重厚之妻父,安重厚,1447,son-in-law
安騰,李暿,1447,son-in-law
宋九贇,李依仁,1447,son-in-law
宋儲,金安民,1447,son-in-law
宋琠,洪尙儉,1447,son-in-law
宋腆,芮思文,1447,son-in-law
尹之禮,崔自海,1447,son-in-law
尹增,權節,1447,son-in-law
尹常,李繼蕃,1447,son-in-law
尹統,鄭從韶,1447,son-in-law
尹鈞,安德孫,1447,son-in-law
尹須彌,尹慈,1447,son
崔中,姜老,1447,son-in-law
崔元之,崔自海,1447,son
崔孝男之妻父,崔孝男,1447,son-in-law
崔寅,崔思溫,1447,son
崔尙濂,崔寅,1447,son
崔思溫,崔釘,1447,son
崔敦,金煒,1447,son-in-law
崔有悰,李克培,1447,son-in-law
崔永淳,崔孝男,1447,son
崔永淳之妻父,崔永淳,1447,son-in-law
崔永淳之父,崔永淳,1447,son
崔永濡,崔元之,1447,son
崔自海,崔善復,1447,son
崔釘之妻父,崔釘,1447,son-in-law
康盤,康輻,1447,son
康盤之妻父,康盤,1447,son-in-law
康盤之父,康盤,1447,son
徐晋,徐混,1447,son
徐混,徐岡,1447,son
成念祖,成任,1447,son
成達生,韓惠,1447,son-in-law
方彦暉,方旬,1447,son
方旬,方藝實,1447,son
方藝實,方綱,1447,son
朴仲美,朴目+亥,1447,son
朴天錫,琴柔,1447,son-in-law
朴目+亥,朴蔚,1447,son
朴石山,尹慈,1447,son-in-law
朴纘祖之妻父,朴纘祖,1447,son-in-law
朴蔚,朴纘祖,1447,son
李xx(鄭束之妻父),鄭束,1447,son-in-law
李亮,安習,1447,son-in-law
李仁叔,柳子文,1447,son-in-law
李仁孫,李克培,1447,son
李伸,李繼蕃,1447,son
李依仁,李繼孫,1447,son
李叔剛,金玉+筆,1447,son-in-law
李士寬,李孝長,1447,son
李季疇,許慥,1447,son-in-law
李審之,李季專,1447,son
李延孫,徐岡,1447,son-in-law
李德林,李伸,1447,son
李思任,姜眉壽,1447,son-in-law
李思謹,李蒕,1447,son
李懃,韓承舜,1447,son-in-law
李懷精之妻父,李懷精,1447,son-in-law
李懷精之父,李懷精,1447,son
李懷精之父之妻父,李懷精之父,1447,son-in-law
李懷精之父之父,李懷精之父,1447,son
李擔,李暿,1447,son
李文孫,李季專,1447,son-in-law
李暿,李文炯,1447,son
李永祥,金琦,1447,son-in-law
李沃,李思謹,1447,son
李淳,金根,1447,son-in-law
李猷,李依仁,1447,son
李玄實,鄭淮衡,1447,son-in-law
李珍,李猷,1447,son
李琚,朴蔚,1447,son-in-law
李繼蕃,李尹仁,1447,son
李蒕,李承召,1447,son
李薈,李蒕,1447,son-in-law
林世椿,林茂,1447,son
林允生,林守謙,1447,son
林允生之妻父,林允生,1447,son-in-law
林茂,林允生,1447,son
柳悅,柳子文,1447,son
柳玽,柳謙,1447,son
柳繼,權審,1447,son-in-law
柳謙,柳悅,1447,son
梁一雨,權遈,1447,son-in-law
權仁叔,權子侯,1447,son
權僖,權衷,1447,son
權嚴,權審,1447,son
權子侯,權安世,1447,son
權子侯之妻父,權子侯,1447,son-in-law
權審,權節,1447,son
權崇禮,權綸,1447,son
權紹,韓瑞鳳,1447,son-in-law
權衷,權崇禮,1447,son
權遈,權愷,1447,son
權適,權顯,1447,son
權重,權仁叔,1447,son
權重貴,權嚴,1447,son
權顯,權遈,1447,son
池龍生,安季仁,1447,son-in-law
河孝文之妻父,河孝文,1447,son-in-law
河潔,河自淸之父,1447,son
河自淸,河孝文,1447,son
河自淸之妻父,河自淸,1447,son-in-law
河自淸之父,河自淸,1447,son
洪xx(方藝實之妻父),方藝實,1447,son-in-law
洪仲良,李尹仁,1447,son-in-law
洪宇之妻父,洪宇,1447,son-in-law
洪宇之父,洪宇,1447,son
洪宇之父之妻父,洪宇之父,1447,son-in-law
洪宇之父之父,洪宇之父,1447,son
洪尙儉,洪禹治,1447,son
洪徵,洪尙儉,1447,son
琴以詠之妻父,琴以詠,1447,son-in-law
琴柔,琴以詠,1447,son
申檣,崔善復,1447,son-in-law
芮元碩,芮蘭,1447,son
芮思文,芮承錫,1447,son
芮蘭,芮思文,1447,son
蔣英茂,權安世,1447,son-in-law
裵孝崇之妻父,裵孝崇,1447,son-in-law
裵桓,裵孝崇,1447,son
許末生,李文炯,1447,son-in-law
許末石,成任,1447,son-in-law
許稠,許訥,1447,son
許薰,金德源,1447,son-in-law
許訥,許慥,1447,son
趙仁珪,權崇禮,1447,son-in-law
趙從義,趙瑾,1447,son
趙承肅,趙從義,1447,son
趙敍,洪禹治,1447,son-in-law
趙瑾,趙孝仝,1447,son
趙瑾之妻父,趙瑾,1447,son-in-law
趙璜,閔順孫,1447,son-in-law
趙胖,安璟,1447,son-in-law
邊子貞,金勇,1447,son-in-law
鄭井,鄭淮衡,1447,son
鄭保,李繼孫,1447,son-in-law
鄭光厚,鄭井,1447,son
鄭吉興,鄭文炯,1447,son-in-law
鄭夏,孔頎,1447,son-in-law
鄭忠碩,李承召,1447,son-in-law
鄭束,鄭文炯,1447,son
鄭津,鄭束,1447,son
鄭淮衡,鄭從韶,1447,son
鄭賙,金自亨,1447,son-in-law
鄭道傳,鄭津,1447,son
金xx_#807#_(趙孝仝)之妻父,趙孝仝,1447,son-in-law
金xx_#822#_(權綸)之妻父,權綸,1447,son-in-law
金仲誠,金安民,1447,son
金俱,金港,1447,son-in-law
金儀之,李孝長,1447,son-in-law
金克一,金勇,1447,son
金台用,金時,1447,son
金子粹,金根,1447,son
金孝生,金自亨,1447,son
金寶孫,金孝生,1447,son
金居翼,金澹,1447,son
金德溥,金理生,1447,son
金敏若,金克行,1447,son
金敏若之妻父,金敏若,1447,son-in-law
金敬義,金玉+筆,1447,son
金時,金敬義,1447,son
金根,金永濡,1447,son
金淇,柳悅,1447,son-in-law
金淑貞,安寬厚,1447,son-in-law
金澹,金港,1447,son
金煒之父,金煒,1447,son
金煒之父之妻父,金煒之父,1447,son-in-law
金煒之父之父,金煒之父,1447,son
金珸,金子粹,1447,son
金理生,金敏若,1447,son
金禮蒙,金德源,1447,son
金筍生,徐混,1447,son-in-law
金自亨,金琦,1447,son
金葦,方綱,1447,son-in-law
金輊,金子鉉,1447,son
閔和,閔順孫,1447,son
閔普文,許訥,1447,son-in-law
閔汝翼,閔和,1447,son
閔鉉,閔汝翼,1447,son
韓山老之妻父,韓山老,1447,son-in-law
韓惠,韓繼禧,1447,son
韓承舜,韓瑞鳳,1447,son
韓理,韓承舜,1447,son
韓瑞龍,金永濡,1447,son-in-law
韓緝,韓山老,1447,son
